bucket_1d,site,jobs,energy_wh,cfp_g,work,ncores,ncores_per_job
2026-03-10 00:00:00,grid_site_b12846e4f4,84295,62067.05992179222,57166.35317365846,3172396402.553223,9086208,107.790593
